"month","race_eth2","Age_Group","unemprate","emprate","nsamp"
2020-07-01,"Latino","35 to 44",0.0405070605496906,0.0935486603529733,1360
2020-08-01,"Latino","35 to 44",0.0368072575305145,0.0723197899539246,1484
2020-09-01,"Latino","35 to 44",0.0319446192364321,0.0725264932907955,1809
2020-10-01,"Latino","35 to 44",0.0297679773780454,0.0727419752481082,1856
2020-02-01,"Latino","45 to 54",0.0159738247948177,0.0398141970400503,1737
2020-03-01,"Latino","45 to 54",0.0331956032357696,0.0558586829112094,1428
2020-04-01,"Latino","45 to 54",0.0938708098618365,0.166297692405533,1301
2020-05-01,"Latino","45 to 54",0.0512081621107927,0.162391589584242,1248
2020-06-01,"Latino","45 to 54",0.0560860393648886,0.113238580846223,1199
2020-07-01,"Latino","45 to 54",0.0609383259550862,0.111558191123268,1230
2020-08-01,"Latino","45 to 54",0.053102788500652,0.0857855758859976,1269
2020-09-01,"Latino","45 to 54",0.0315264653392488,0.0757093557495625,1476
2020-10-01,"Latino","45 to 54",0.0270216646926067,0.0681749138763839,1577
2020-02-01,"Latino","55 to 64",0.0206405493151449,0.0447853264986507,1084
2020-03-01,"Latino","55 to 64",0.0445608528457835,0.0508771444683852,922
2020-04-01,"Latino","55 to 64",0.0921686410598984,0.155224804506447,841
2020-05-01,"Latino","55 to 64",0.0622209430424775,0.132880522537891,809
2020-06-01,"Latino","55 to 64",0.0695461366059041,0.113272129294476,774
2020-07-01,"Latino","55 to 64",0.0485880967033965,0.134396981535021,774
2020-08-01,"Latino","55 to 64",0.0467454077432338,0.098945096301536,785
2020-09-01,"Latino","55 to 64",0.0300972645447448,0.0899629083329049,904
2020-10-01,"Latino","55 to 64",0.0295682228887375,0.0900148212020797,955
2020-02-01,"Latino","65 or older",0.0160296085527658,0.0541578147879014,318
2020-03-01,"Latino","65 or older",0.0507840043602743,0.041085807312277,272
2020-04-01,"Latino","65 or older",0.127026624951775,0.222845850089279,239
2020-05-01,"Latino","65 or older",0.0870751784479016,0.193846751605072,218
2020-06-01,"Latino","65 or older",0.0729637947400112,0.141232906027253,218
2020-07-01,"Latino","65 or older",0.0741585342612654,0.115541360203714,224
2020-08-01,"Latino","65 or older",0.0497316074826923,0.138047407909963,244
2020-09-01,"Latino","65 or older",0.0265608716628903,0.10562142847002,279
2020-10-01,"Latino","65 or older",0.0128245905749823,0.0733936875425086,307
2020-02-01,"multiple.Not Latino","16 to 24",0.0175973935350502,0.139295489471459,126
2020-03-01,"multiple.Not Latino","16 to 24",0.0621762795639459,0.144269038542854,102
2020-04-01,"multiple.Not Latino","16 to 24",0.160465450962323,0.273501010462043,84
2020-05-01,"multiple.Not Latino","16 to 24",0.0282374472491657,0.304728061481384,80
2020-06-01,"multiple.Not Latino","16 to 24",0.0608276283139464,0.263665276071981,83
2020-07-01,"multiple.Not Latino","16 to 24",0.0229959065028697,0.268892564408763,117
2020-08-01,"multiple.Not Latino","16 to 24",0,0.1685509411893,96
2020-09-01,"multiple.Not Latino","16 to 24",0.0584745383009794,0.174458292897622,113
2020-10-01,"multiple.Not Latino","16 to 24",0.00858033788216327,0.15978112834486,112
2020-02-01,"multiple.Not Latino","25 to 34",0.0431458530729454,0.0425497403881923,131
2020-03-01,"multiple.Not Latino","25 to 34",0.0511621281563773,0.0359667801743944,128
2020-04-01,"multiple.Not Latino","25 to 34",0.105798644203314,0.0978760913350972,126
2020-05-01,"multiple.Not Latino","25 to 34",0.0868530315041907,0.0940974800733484,117
2020-06-01,"multiple.Not Latino","25 to 34",0.0671082724353778,0.0533042546135546,117
2020-07-01,"multiple.Not Latino","25 to 34",0.0475348766070774,0.0924020529523244,143
2020-08-01,"multiple.Not Latino","25 to 34",0.0351568826557449,0.0802480292799302,145
2020-09-01,"multiple.Not Latino","25 to 34",0.0230671245164144,0.0663492536396995,163
2020-10-01,"multiple.Not Latino","25 to 34",0.0271562532078192,0.0775721859433083,141
2020-02-01,"multiple.Not Latino","35 to 44",0.0268439107854939,0.0369654681116409,129
2020-03-01,"multiple.Not Latino","35 to 44",0.0248825665138735,0.0290249142767082,124
2020-04-01,"multiple.Not Latino","35 to 44",0.0451778116324581,0.128086290693572,112
2020-05-01,"multiple.Not Latino","35 to 44",0.0303585275311763,0.127264795373232,98
2020-06-01,"multiple.Not Latino","35 to 44",0.0869081078675766,0.0746563629149676,100
2020-07-01,"multiple.Not Latino","35 to 44",0.0601891790130681,0.144214330321524,106
2020-08-01,"multiple.Not Latino","35 to 44",0.056323630734711,0.221369942341243,100
2020-09-01,"multiple.Not Latino","35 to 44",0.0174998255296977,0.115022844334148,124
2020-10-01,"multiple.Not Latino","35 to 44",0.0203304060386992,0.0959043521692335,120
2020-02-01,"multiple.Not Latino","45 to 54",0.0446867379410457,0.0496945375491611,111
2020-03-01,"multiple.Not Latino","45 to 54",0.01808502776766,0.0524056490741104,110
2020-04-01,"multiple.Not Latino","45 to 54",0.100492945693593,0.194696406443653,106
2020-05-01,"multiple.Not Latino","45 to 54",0.0403814922270203,0.142820568515661,86
2020-06-01,"multiple.Not Latino","45 to 54",0.0600498817468889,0.053440160692653,85
2020-07-01,"multiple.Not Latino","45 to 54",0.0529626294192148,0.076672594523831,80
2020-08-01,"multiple.Not Latino","45 to 54",0.0918430411281796,0.0813793234800367,68
2020-09-01,"multiple.Not Latino","45 to 54",0.0575139933708048,0.0597515434421957,83
2020-10-01,"multiple.Not Latino","45 to 54",0.0430255759185926,0.0707397334604679,86
2020-02-01,"multiple.Not Latino","55 to 64",0.038888452580209,0.0473671733934456,74
2020-03-01,"multiple.Not Latino","55 to 64",0.0471858546485223,0.152616709222805,57
2020-04-01,"multiple.Not Latino","55 to 64",0.116156399538887,0.166479153150992,59
2020-05-01,"multiple.Not Latino","55 to 64",0.0761395044474116,0.0722188145437489,49
2020-06-01,"multiple.Not Latino","55 to 64",0.0492566308373933,0.0515727987362031,57
2020-07-01,"multiple.Not Latino","55 to 64",0,0.00923199630184768,56
2020-08-01,"multiple.Not Latino","55 to 64",0.0185699969893712,0.10341382281787,67
2020-09-01,"multiple.Not Latino","55 to 64",0.0220712580592941,0.0812657977284679,72
2020-10-01,"multiple.Not Latino","55 to 64",0.0796963117208425,0.0325057162763303,73
2020-02-01,"multiple.Not Latino","65 or older",0.00935194686068177,0,22
2020-03-01,"multiple.Not Latino","65 or older",0.0718594479171616,0,23
2020-04-01,"multiple.Not Latino","65 or older",0.1884639894547,0.174102869497678,30
2020-05-01,"multiple.Not Latino","65 or older",0.0707467191845925,0.0831830245258492,30
2020-06-01,"multiple.Not Latino","65 or older",0.0530448753481581,0.117761271708854,35
2020-07-01,"multiple.Not Latino","65 or older",0,0.0735959938800601,30
2020-08-01,"multiple.Not Latino","65 or older",0,0.133653868884822,30
2020-09-01,"multiple.Not Latino","65 or older",0.0708105888576848,0.109146120774105,21
2020-10-01,"multiple.Not Latino","65 or older",0.0117473053874302,0.0557780377283494,23
2020-02-01,"NHPI.Not Latino","16 to 24",0,0.014624495105686,27
2020-03-01,"NHPI.Not Latino","16 to 24",0.0146373895691711,0.0255406275815204,21
2020-04-01,"NHPI.Not Latino","16 to 24",0.0118291943288959,0.230003504884233,20
2020-05-01,"NHPI.Not Latino","16 to 24",0,0.279398234439698,22
2020-06-01,"NHPI.Not Latino","16 to 24",0.141848262514458,0.187510964482809,17
2020-07-01,"NHPI.Not Latino","16 to 24",0,0.148144117418559,15
2020-08-01,"NHPI.Not Latino","16 to 24",0,0.160929227611648,24
2020-09-01,"NHPI.Not Latino","16 to 24",0,0.198157737631379,16
2020-10-01,"NHPI.Not Latino","16 to 24",0,0.100092855346688,25
2020-02-01,"NHPI.Not Latino","25 to 34",0.0439199508714542,0.036086957603932,53
2020-03-01,"NHPI.Not Latino","25 to 34",0.0124715031123417,0.0130716568484638,38
2020-04-01,"NHPI.Not Latino","25 to 34",0.0694633880954529,0.0667410903929639,33
2020-05-01,"NHPI.Not Latino","25 to 34",0.0976295229705486,0.177406750904854,38
2020-06-01,"NHPI.Not Latino","25 to 34",0.0294067028688166,0.194816551219666,26
2020-07-01,"NHPI.Not Latino","25 to 34",0.009971789654236,0.138485398098593,44
2020-08-01,"NHPI.Not Latino","25 to 34",0.0439864770487431,0.160478578484043,51
2020-09-01,"NHPI.Not Latino","25 to 34",0.0235566543925923,0.127726749240035,47
2020-10-01,"NHPI.Not Latino","25 to 34",0.0413439026326279,0.107283044730342,52
2020-02-01,"NHPI.Not Latino","35 to 44",0.0262282200289292,0.0729586073745246,54
2020-03-01,"NHPI.Not Latino","35 to 44",0.0647563274959862,0.0913316584056965,45
2020-04-01,"NHPI.Not Latino","35 to 44",0,0.070207068009004,29
2020-05-01,"NHPI.Not Latino","35 to 44",0,0.101628637955077,36
2020-06-01,"NHPI.Not Latino","35 to 44",0.0380250329787021,0.0652862463573308,40
2020-07-01,"NHPI.Not Latino","35 to 44",0.00592132875062553,0.128010739018038,40
2020-08-01,"NHPI.Not Latino","35 to 44",0.052089389218031,0.0694100720011105,45
2020-09-01,"NHPI.Not Latino","35 to 44",0.030149569469421,0.078472822946392,39
2020-10-01,"NHPI.Not Latino","35 to 44",0.0228493066213134,0.144487632296597,48
2020-02-01,"NHPI.Not Latino","45 to 54",0,0,50
2020-03-01,"NHPI.Not Latino","45 to 54",0.0256537002777674,0,49
2020-04-01,"NHPI.Not Latino","45 to 54",0.0730075229222927,0.0636321145426564,49
2020-05-01,"NHPI.Not Latino","45 to 54",0.015022463888349,0.0178059705151555,47
2020-06-01,"NHPI.Not Latino","45 to 54",0.0469492220837208,0,32
2020-07-01,"NHPI.Not Latino","45 to 54",0.0604212426252558,0.11112711779057,38
2020-08-01,"NHPI.Not Latino","45 to 54",0.0380000985570425,0.152100702451374,34
2020-09-01,"NHPI.Not Latino","45 to 54",0.0482034868409741,0.10478967676679,31
2020-10-01,"NHPI.Not Latino","45 to 54",0.109776825155853,0.082836175018189,35
2020-02-01,"NHPI.Not Latino","55 to 64",0.0543566131896617,0,35
2020-03-01,"NHPI.Not Latino","55 to 64",0.0401850808398927,0,28
2020-04-01,"NHPI.Not Latino","55 to 64",0.0731521567968856,0.102111518671499,34
2020-05-01,"NHPI.Not Latino","55 to 64",0.0966169571988229,0.0657790134652035,32
2020-06-01,"NHPI.Not Latino","55 to 64",0.154178469353568,0.124352202521129,30
2020-07-01,"NHPI.Not Latino","55 to 64",0.0581469611978273,0.243312900823951,19
2020-08-01,"NHPI.Not Latino","55 to 64",0,0.224398756521254,28
2020-09-01,"NHPI.Not Latino","55 to 64",0,0.0983683702855139,27
2020-10-01,"NHPI.Not Latino","55 to 64",0,0.116369746682813,27
2020-02-01,"NHPI.Not Latino","65 or older",0,0,9
2020-03-01,"NHPI.Not Latino","65 or older",0,0,8
2020-04-01,"NHPI.Not Latino","65 or older",0.428286221622893,0,9
2020-05-01,"NHPI.Not Latino","65 or older",0.518892752412087,0,11
2020-06-01,"NHPI.Not Latino","65 or older",0.0498442566122461,0.143719413324966,11
2020-07-01,"NHPI.Not Latino","65 or older",0.109303091017275,0,6
2020-08-01,"NHPI.Not Latino","65 or older",0,0,9
2020-09-01,"NHPI.Not Latino","65 or older",0.0324248295870254,0.210928770041996,8
2020-10-01,"NHPI.Not Latino","65 or older",0.204862191339766,0,15
2020-02-01,"White.Not Latino","16 to 24",0.023989883533006,0.0587262896848639,3886
2020-03-01,"White.Not Latino","16 to 24",0.0420824176427648,0.0735475668239203,3282
2020-04-01,"White.Not Latino","16 to 24",0.0696708202997769,0.245555705339044,2875
2020-05-01,"White.Not Latino","16 to 24",0.0453556495404849,0.201291898382154,2933
2020-06-01,"White.Not Latino","16 to 24",0.0322315128939927,0.170937668294804,3004
2020-07-01,"White.Not Latino","16 to 24",0.0310032505986045,0.146314939366656,3243
2020-08-01,"White.Not Latino","16 to 24",0.0331346842939036,0.112605057757203,3281
2020-09-01,"White.Not Latino","16 to 24",0.0232021042273297,0.10445592764077,3644
2020-10-01,"White.Not Latino","16 to 24",0.0295071015512928,0.0901406220608416,3801
