"month","race_eth2","educ","sex","unemprate","emprate","nsamp"
2020-02-01,"Latino","Some college","Male",0.0185682338763697,0.0340682009258226,1095
2020-03-01,"Latino","Some college","Male",0.035868242506902,0.0670066931605509,941
2020-04-01,"Latino","Some college","Male",0.0762124100952999,0.179413792089878,839
2020-05-01,"Latino","Some college","Male",0.0500985666649094,0.16393134224835,775
2020-06-01,"Latino","Some college","Male",0.0258466632884843,0.149609480936261,738
2020-07-01,"Latino","Some college","Male",0.0412109219446086,0.109762699975013,758
2020-08-01,"Latino","Some college","Male",0.0427658590487509,0.0972047767955628,809
2020-09-01,"Latino","Some college","Male",0.036476494499548,0.0872760689148994,947
2020-10-01,"Latino","Some college","Male",0.0225861532985162,0.0719299253138048,1018
2020-02-01,"Latino",NA,"Male",0.0125374865666756,0.0766974410655284,388
2020-03-01,"Latino",NA,"Male",0.0175182479089591,0.0975469589923017,323
2020-04-01,"Latino",NA,"Male",0.0975562569109996,0.15617916732884,319
2020-05-01,"Latino",NA,"Male",0.0646288350296677,0.125910411534914,266
2020-06-01,"Latino",NA,"Male",0.0480921950215033,0.120198885490745,228
2020-07-01,"Latino",NA,"Male",0.0125442253375814,0.096714137923508,261
2020-08-01,"Latino",NA,"Male",0.0208037289363296,0.0738883375368294,299
2020-09-01,"Latino",NA,"Male",0.0182359872588573,0.0660289907433367,366
2020-10-01,"Latino",NA,"Male",0.0179946051360536,0.0838788739796551,408
2020-02-01,"multiple.Not Latino","< High School","Female",0,0.0856058347346589,23
2020-03-01,"multiple.Not Latino","< High School","Female",0,0.0594547950728517,22
2020-04-01,"multiple.Not Latino","< High School","Female",0.262055580777242,0.395343314940553,18
2020-05-01,"multiple.Not Latino","< High School","Female",0,0.102055396647589,13
2020-06-01,"multiple.Not Latino","< High School","Female",0,0.11406196989576,7
2020-07-01,"multiple.Not Latino","< High School","Female",0,0.503267600736885,6
2020-08-01,"multiple.Not Latino","< High School","Female",0.105449393777593,0.550068491443257,9
2020-09-01,"multiple.Not Latino","< High School","Female",0.0723691738819456,0.110559987973005,20
2020-10-01,"multiple.Not Latino","< High School","Female",0.0505311849617203,0.122029665639323,19
2020-02-01,"multiple.Not Latino","Bachelors +","Female",0.0396033925054277,0.0266418998735176,117
2020-03-01,"multiple.Not Latino","Bachelors +","Female",0.0135563324936335,0.0363996846480763,106
2020-04-01,"multiple.Not Latino","Bachelors +","Female",0.105577916890604,0.0937353691912429,117
2020-05-01,"multiple.Not Latino","Bachelors +","Female",0.0440793563428488,0.116570836607675,109
2020-06-01,"multiple.Not Latino","Bachelors +","Female",0.0934669900900065,0.0311897789505501,102
2020-07-01,"multiple.Not Latino","Bachelors +","Female",0.0768381856241371,0.0490525969592742,111
2020-08-01,"multiple.Not Latino","Bachelors +","Female",0.0637966215004454,0.069086678196252,99
2020-09-01,"multiple.Not Latino","Bachelors +","Female",0.0313424070372179,0.091894397908032,120
2020-10-01,"multiple.Not Latino","Bachelors +","Female",0.0553939117166941,0.0717651292143288,128
2020-02-01,"multiple.Not Latino","High School","Female",0.0475153484960832,0.0814333020483075,60
2020-03-01,"multiple.Not Latino","High School","Female",0.0618089396072607,0.168075011789363,50
2020-04-01,"multiple.Not Latino","High School","Female",0.10862310065945,0.293285383249176,51
2020-05-01,"multiple.Not Latino","High School","Female",0,0.363662072898925,40
2020-06-01,"multiple.Not Latino","High School","Female",0.0335303195002765,0.218315275670208,47
2020-07-01,"multiple.Not Latino","High School","Female",0.0201063502703768,0.262806815257229,57
2020-08-01,"multiple.Not Latino","High School","Female",0.0324193667082323,0.228549992048207,61
2020-09-01,"multiple.Not Latino","High School","Female",0.0626030168068432,0.161218920374789,68
2020-10-01,"multiple.Not Latino","High School","Female",0.0428136134150132,0.13162132330743,60
2020-02-01,"multiple.Not Latino","Some college","Female",0.0313549143841124,0.0322714572554981,103
2020-03-01,"multiple.Not Latino","Some college","Female",0.0917320591427417,0.0727538430268658,95
2020-04-01,"multiple.Not Latino","Some college","Female",0.156692127077316,0.233780090084877,77
2020-05-01,"multiple.Not Latino","Some college","Female",0.0746668122313068,0.17455951033631,67
2020-06-01,"multiple.Not Latino","Some college","Female",0.121548941257298,0.152451300055618,66
2020-07-01,"multiple.Not Latino","Some college","Female",0.0245449586121658,0.150131129367882,83
2020-08-01,"multiple.Not Latino","Some college","Female",0.0358189589963672,0.1288643054501,89
2020-09-01,"multiple.Not Latino","Some college","Female",0.022897624303819,0.108494048740113,92
2020-10-01,"multiple.Not Latino","Some college","Female",0.0110041711335412,0.117454756830444,88
2020-10-01,"multiple.Not Latino",NA,"Female",0,0.269709629398276,3
2020-02-01,"multiple.Not Latino","< High School","Male",0.173885780007185,0.217234674299614,26
2020-03-01,"multiple.Not Latino","< High School","Male",0.0924170885827625,0.303868540053947,17
2020-04-01,"multiple.Not Latino","< High School","Male",0.109205130037111,0.488260808836927,17
2020-05-01,"multiple.Not Latino","< High School","Male",0.0921495069618598,0.398098300470765,11
2020-06-01,"multiple.Not Latino","< High School","Male",0,0.223195911168544,14
2020-07-01,"multiple.Not Latino","< High School","Male",0.052186742797894,0.0211646176312908,16
2020-08-01,"multiple.Not Latino","< High School","Male",0.0380671914212809,0.100859669256596,13
2020-09-01,"multiple.Not Latino","< High School","Male",0.0433788590594459,0,16
2020-10-01,"multiple.Not Latino","< High School","Male",0.015799640837358,0.0763364892939042,21
2020-02-01,"multiple.Not Latino","Bachelors +","Male",0.0147257390213847,0.0887019690808726,95
2020-03-01,"multiple.Not Latino","Bachelors +","Male",0.0254492005308904,0.0382239658962205,81
2020-04-01,"multiple.Not Latino","Bachelors +","Male",0.0378766681409596,0.10889633171182,81
2020-05-01,"multiple.Not Latino","Bachelors +","Male",0.0361141131575059,0.0338003766345366,73
2020-06-01,"multiple.Not Latino","Bachelors +","Male",0.0988565556941176,0.0421169213659308,73
2020-07-01,"multiple.Not Latino","Bachelors +","Male",0.0532918858603927,0.121061102242457,82
2020-08-01,"multiple.Not Latino","Bachelors +","Male",0.041082521593959,0.118039401086546,71
2020-09-01,"multiple.Not Latino","Bachelors +","Male",0.0493919147788042,0.0409944412848425,86
2020-10-01,"multiple.Not Latino","Bachelors +","Male",0.00793178839147066,0.0611301799333264,74
2020-02-01,"multiple.Not Latino","High School","Male",0.0225137835843584,0.0749519589511998,85
2020-03-01,"multiple.Not Latino","High School","Male",0.0305277096951393,0.06391105902136,72
2020-04-01,"multiple.Not Latino","High School","Male",0.130371322979919,0.188387746572694,71
2020-05-01,"multiple.Not Latino","High School","Male",0.0827255397024128,0.266757269224589,63
2020-06-01,"multiple.Not Latino","High School","Male",0.0260459662617833,0.209461588260567,77
2020-07-01,"multiple.Not Latino","High School","Male",0.0212096520888625,0.181835172656813,77
2020-08-01,"multiple.Not Latino","High School","Male",0.0427025220716008,0.128300683581674,68
2020-09-01,"multiple.Not Latino","High School","Male",0.0157038686248578,0.159988460262878,75
2020-10-01,"multiple.Not Latino","High School","Male",0.012743048704214,0.107502773381139,74
2020-02-01,"multiple.Not Latino","Some college","Male",0.00740606271249807,0.0503313549832664,84
2020-03-01,"multiple.Not Latino","Some college","Male",0.0451389576595432,0.0516403349009934,101
2020-04-01,"multiple.Not Latino","Some college","Male",0.0940497982711675,0.0904299249740026,85
2020-05-01,"multiple.Not Latino","Some college","Male",0.0781522979471294,0.126487556484196,84
2020-06-01,"multiple.Not Latino","Some college","Male",0.0218549071049593,0.0671416758734521,91
2020-07-01,"multiple.Not Latino","Some college","Male",0.00873651454480583,0.147398032935893,100
2020-08-01,"multiple.Not Latino","Some college","Male",0,0.114676932153056,96
2020-09-01,"multiple.Not Latino","Some college","Male",0.0257604066440307,0.0814648630721403,98
2020-10-01,"multiple.Not Latino","Some college","Male",0.0373918365438701,0.0720670098384841,87
2020-09-01,"multiple.Not Latino",NA,"Male",0,0,1
2020-10-01,"multiple.Not Latino",NA,"Male",0,0,1
2020-02-01,"NHPI.Not Latino","< High School","Female",0,0,2
2020-03-01,"NHPI.Not Latino","< High School","Female",0.187183093647996,0,3
2020-04-01,"NHPI.Not Latino","< High School","Female",0.103072750626083,0.223785368738372,3
2020-05-01,"NHPI.Not Latino","< High School","Female",0,0,2
2020-06-01,"NHPI.Not Latino","< High School","Female",0,0,1
2020-07-01,"NHPI.Not Latino","< High School","Female",0,0,3
2020-08-01,"NHPI.Not Latino","< High School","Female",0.0742060141002051,0.0627039048268617,5
2020-09-01,"NHPI.Not Latino","< High School","Female",0,0,5
2020-10-01,"NHPI.Not Latino","< High School","Female",0,0.0852481093054599,5
2020-02-01,"NHPI.Not Latino","Bachelors +","Female",0.107137106300897,0.0448224948417872,30
2020-03-01,"NHPI.Not Latino","Bachelors +","Female",0.0208792934537915,0.0461284666055576,27
2020-04-01,"NHPI.Not Latino","Bachelors +","Female",0,0.0852632613198435,30
2020-05-01,"NHPI.Not Latino","Bachelors +","Female",0.0235605249290692,0.029557172476351,35
2020-06-01,"NHPI.Not Latino","Bachelors +","Female",0.0792823899592072,0.00693582291401762,22
2020-07-01,"NHPI.Not Latino","Bachelors +","Female",0.0683702678060217,0.158589678935509,26
2020-08-01,"NHPI.Not Latino","Bachelors +","Female",0.157841855192273,0.178854557752793,26
2020-09-01,"NHPI.Not Latino","Bachelors +","Female",0.0366059481179173,0.253360158823061,24
2020-10-01,"NHPI.Not Latino","Bachelors +","Female",0.0988293645687334,0.179515632178068,25
2020-02-01,"NHPI.Not Latino","High School","Female",0,0,47
2020-03-01,"NHPI.Not Latino","High School","Female",0.0221283003082718,0,39
2020-04-01,"NHPI.Not Latino","High School","Female",0.0650208595538218,0.0567297119032184,36
2020-05-01,"NHPI.Not Latino","High School","Female",0.0890451210821731,0.0946055894742235,28
2020-06-01,"NHPI.Not Latino","High School","Female",0.193498259924644,0,18
2020-07-01,"NHPI.Not Latino","High School","Female",0,0.060064603234025,18
2020-08-01,"NHPI.Not Latino","High School","Female",0,0.155967635598761,22
2020-09-01,"NHPI.Not Latino","High School","Female",0.0149272049881399,0.150377340108314,28
2020-10-01,"NHPI.Not Latino","High School","Female",0.0181552895080549,0.146092204293,28
2020-02-01,"NHPI.Not Latino","Some college","Female",0,0.100928553571238,39
2020-03-01,"NHPI.Not Latino","Some college","Female",0.00659665141656748,0.0803367270662553,32
2020-04-01,"NHPI.Not Latino","Some college","Female",0.164888735906657,0.037391836275674,31
2020-05-01,"NHPI.Not Latino","Some college","Female",0,0.0262875244903977,30
2020-06-01,"NHPI.Not Latino","Some college","Female",0.0427097579077275,0.0490418871395601,28
2020-07-01,"NHPI.Not Latino","Some college","Female",0.026250538167654,0.169137899549059,28
2020-08-01,"NHPI.Not Latino","Some college","Female",0,0.142786492896639,35
2020-09-01,"NHPI.Not Latino","Some college","Female",0.0459610325436614,0.119927186410954,27
2020-10-01,"NHPI.Not Latino","Some college","Female",0.0582050372492988,0.117152557967925,44
2020-04-01,"NHPI.Not Latino",NA,"Female",0,0,1
2020-10-01,"NHPI.Not Latino",NA,"Female",0,0,1
2020-02-01,"NHPI.Not Latino","< High School","Male",0,0,6
2020-03-01,"NHPI.Not Latino","< High School","Male",0.0362940143548327,0,8
2020-04-01,"NHPI.Not Latino","< High School","Male",0,0.112527650445044,7
2020-05-01,"NHPI.Not Latino","< High School","Male",0,0.245849819050525,7
2020-06-01,"NHPI.Not Latino","< High School","Male",0,0,4
2020-07-01,"NHPI.Not Latino","< High School","Male",0,0.153174270893386,3
2020-08-01,"NHPI.Not Latino","< High School","Male",0,0.145420864163104,11
2020-09-01,"NHPI.Not Latino","< High School","Male",0,0.0785844569761982,12
2020-10-01,"NHPI.Not Latino","< High School","Male",0.119742951908433,0.0659671917769141,15
2020-02-01,"NHPI.Not Latino","Bachelors +","Male",0,0,28
2020-03-01,"NHPI.Not Latino","Bachelors +","Male",0.00554872174811872,0,23
2020-04-01,"NHPI.Not Latino","Bachelors +","Male",0.0337210422192045,0.00621792196977655,17
2020-05-01,"NHPI.Not Latino","Bachelors +","Male",0.126013748890192,0.152367024438527,20
2020-06-01,"NHPI.Not Latino","Bachelors +","Male",0.0850593489807228,0.284484386691793,22
2020-07-01,"NHPI.Not Latino","Bachelors +","Male",0.0207857873975089,0.196810875572906,19
2020-08-01,"NHPI.Not Latino","Bachelors +","Male",0,0.211709982269503,22
2020-09-01,"NHPI.Not Latino","Bachelors +","Male",0,0.0186914857313697,12
2020-10-01,"NHPI.Not Latino","Bachelors +","Male",0,0.0431844055607113,19
2020-02-01,"NHPI.Not Latino","High School","Male",0.0454077149682115,0.0242474717455622,36
2020-03-01,"NHPI.Not Latino","High School","Male",0.0342674997023651,0.0653857463919368,31
2020-04-01,"NHPI.Not Latino","High School","Male",0.074179254613358,0.32450745011722,28
2020-05-01,"NHPI.Not Latino","High School","Male",0.117841078305634,0.271872259528519,37
2020-06-01,"NHPI.Not Latino","High School","Male",0.0269508564363724,0.223621664422008,39
2020-07-01,"NHPI.Not Latino","High School","Male",0.0166904074913811,0.0850469919135265,42
2020-08-01,"NHPI.Not Latino","High School","Male",0.0434566431672833,0.0443380333523932,40
2020-09-01,"NHPI.Not Latino","High School","Male",0.0222325271314106,0.0652076892307498,35
2020-10-01,"NHPI.Not Latino","High School","Male",0.0614768539966665,0.102336481131138,35
2020-02-01,"NHPI.Not Latino","Some college","Male",0.0385327635794017,0.0106074758175705,40
2020-03-01,"NHPI.Not Latino","Some college","Male",0.12683905639728,0,26
2020-04-01,"NHPI.Not Latino","Some college","Male",0,0.0435716993883086,21
2020-05-01,"NHPI.Not Latino","Some college","Male",0.0110088353534757,0.167546770767675,27
2020-06-01,"NHPI.Not Latino","Some college","Male",0.0394012185760921,0.0423046714464232,22
2020-07-01,"NHPI.Not Latino","Some college","Male",0.0197155201572261,0.148702360571223,23
2020-08-01,"NHPI.Not Latino","Some college","Male",0,0.143318247526873,30
2020-09-01,"NHPI.Not Latino","Some college","Male",0.0338479037558781,0.123584206344887,25
2020-10-01,"NHPI.Not Latino","Some college","Male",0.0243955522321494,0.0622399643490654,29
2020-10-01,"NHPI.Not Latino",NA,"Male",0,0,1
2020-02-01,"White.Not Latino","< High School","Female",0.0359565862632783,0.0641121724014161,593
2020-03-01,"White.Not Latino","< High School","Female",0.0441635392980917,0.104145510172308,543
2020-04-01,"White.Not Latino","< High School","Female",0.0925500438926412,0.294309983009591,467
2020-05-01,"White.Not Latino","< High School","Female",0.0504230612352497,0.205843247282184,478
2020-06-01,"White.Not Latino","< High School","Female",0.045198491563621,0.167981287911745,491
2020-07-01,"White.Not Latino","< High School","Female",0.051273721833159,0.134864580618082,438
2020-08-01,"White.Not Latino","< High School","Female",0.0423292948359645,0.12703844244054,480
2020-09-01,"White.Not Latino","< High School","Female",0.0620091086105724,0.101923034373099,527
2020-10-01,"White.Not Latino","< High School","Female",0.0549701149998608,0.0679301777064247,534
2020-02-01,"White.Not Latino","Bachelors +","Female",0.0302425173843894,0.0157976554747369,8590
2020-03-01,"White.Not Latino","Bachelors +","Female",0.0464823369956556,0.0224262692072346,7760
2020-04-01,"White.Not Latino","Bachelors +","Female",0.0536740677658714,0.0933630081684761,7374
2020-05-01,"White.Not Latino","Bachelors +","Female",0.0457105391133781,0.0782750790732548,7298
2020-06-01,"White.Not Latino","Bachelors +","Female",0.0831456043150442,0.0787176963858534,7035
2020-07-01,"White.Not Latino","Bachelors +","Female",0.118685329652989,0.0810163459698182,7259
2020-08-01,"White.Not Latino","Bachelors +","Female",0.0728131980548592,0.0599461344867261,7556
2020-09-01,"White.Not Latino","Bachelors +","Female",0.033748507951403,0.0444547378400107,8000
2020-10-01,"White.Not Latino","Bachelors +","Female",0.0341693402518757,0.0360145664463323,8184
2020-02-01,"White.Not Latino","High School","Female",0.0260874081281865,0.0350299134720429,4037
2020-03-01,"White.Not Latino","High School","Female",0.0422169464815396,0.036264587856245,3514
2020-04-01,"White.Not Latino","High School","Female",0.107408075571024,0.187329327292257,3204
2020-05-01,"White.Not Latino","High School","Female",0.0652676877528835,0.158779567582313,3155
2020-06-01,"White.Not Latino","High School","Female",0.0537399408030906,0.119946483987658,3041
2020-07-01,"White.Not Latino","High School","Female",0.0664325651508402,0.10400197517743,3207
2020-08-01,"White.Not Latino","High School","Female",0.0529486226204176,0.0880887469611238,3423
2020-09-01,"White.Not Latino","High School","Female",0.0374830851722542,0.0718917353275641,3735
2020-10-01,"White.Not Latino","High School","Female",0.0401893705933429,0.0602674160383432,3734
2020-02-01,"White.Not Latino","Some college","Female",0.0282028162747843,0.0264729596011448,5580
2020-03-01,"White.Not Latino","Some college","Female",0.0483365619116572,0.0320853979483023,4987
2020-04-01,"White.Not Latino","Some college","Female",0.0903128571108777,0.173373070707231,4681
2020-05-01,"White.Not Latino","Some college","Female",0.0709431236805997,0.143676802128931,4461
2020-06-01,"White.Not Latino","Some college","Female",0.0535086148184461,0.11147401550399,4363
2020-07-01,"White.Not Latino","Some college","Female",0.0607556931684043,0.100648383604781,4458
2020-08-01,"White.Not Latino","Some college","Female",0.0541706987235473,0.0754767711586769,4550
2020-09-01,"White.Not Latino","Some college","Female",0.0406752833256287,0.0778566268258776,5059
2020-10-01,"White.Not Latino","Some college","Female",0.0407673984871093,0.0595550611157637,5194
2020-02-01,"White.Not Latino",NA,"Female",0,0.0560844644767926,22
2020-03-01,"White.Not Latino",NA,"Female",0.0880033175379332,0.121170747951361,13
2020-04-01,"White.Not Latino",NA,"Female",0.054858485857793,0.397771865402497,16
2020-05-01,"White.Not Latino",NA,"Female",0.147708604746654,0.271610673999159,12
2020-06-01,"White.Not Latino",NA,"Female",0.135643768587132,0.115379061751259,10
2020-07-01,"White.Not Latino",NA,"Female",0,0.134968677667834,12
2020-08-01,"White.Not Latino",NA,"Female",0,0,18
2020-09-01,"White.Not Latino",NA,"Female",0.119752540107376,0.098619554288771,17
2020-10-01,"White.Not Latino",NA,"Female",0,0.459448688498218,11
2020-02-01,"White.Not Latino","< High School","Male",0.0351724530968266,0.0848603463716727,934
2020-03-01,"White.Not Latino","< High School","Male",0.0307064486521188,0.0777857111630709,840
2020-04-01,"White.Not Latino","< High School","Male",0.0964478634789224,0.213179267712671,758
2020-05-01,"White.Not Latino","< High School","Male",0.0595936434406367,0.165404377900261,764
2020-06-01,"White.Not Latino","< High School","Male",0.0345094177094404,0.145456554065779,766
2020-07-01,"White.Not Latino","< High School","Male",0.0426510499485085,0.132409208171296,706
2020-08-01,"White.Not Latino","< High School","Male",0.0396525867055822,0.100562600252729,782
2020-09-01,"White.Not Latino","< High School","Male",0.0320301636703416,0.102540048152116,925
2020-10-01,"White.Not Latino","< High School","Male",0.0356817396122811,0.0709936980332141,934
2020-02-01,"White.Not Latino","Bachelors +","Male",0.0201740620917207,0.0226948547365899,8315
2020-03-01,"White.Not Latino","Bachelors +","Male",0.031026844667707,0.0250945538141577,7474
2020-04-01,"White.Not Latino","Bachelors +","Male",0.042039897209403,0.0719849772362333,7193
2020-05-01,"White.Not Latino","Bachelors +","Male",0.0290062594249297,0.059165068502852,7023
2020-06-01,"White.Not Latino","Bachelors +","Male",0.0360714613202339,0.0602488057146197,6796
2020-07-01,"White.Not Latino","Bachelors +","Male",0.0531595525953086,0.0563547551761673,6962
2020-08-01,"White.Not Latino","Bachelors +","Male",0.0409770661030976,0.046260286334409,7156
2020-09-01,"White.Not Latino","Bachelors +","Male",0.0282219283986061,0.0394722397738843,7629
2020-10-01,"White.Not Latino","Bachelors +","Male",0.0210421268447363,0.0337462306516358,7847
2020-02-01,"White.Not Latino","High School","Male",0.026985533634905,0.0473614343987184,5869
2020-03-01,"White.Not Latino","High School","Male",0.0305159663538838,0.0525170740478603,5155
2020-04-01,"White.Not Latino","High School","Male",0.0795744350919733,0.147568010780524,4889
2020-05-01,"White.Not Latino","High School","Male",0.046378099297042,0.123723362645667,4852
2020-06-01,"White.Not Latino","High School","Male",0.0431045236197012,0.0932238792507148,4608
2020-07-01,"White.Not Latino","High School","Male",0.0391503907931865,0.0895142618581181,4843
2020-08-01,"White.Not Latino","High School","Male",0.0397326878471734,0.0716363961026864,5066
2020-09-01,"White.Not Latino","High School","Male",0.0319988378582843,0.0724972643830133,5658
2020-10-01,"White.Not Latino","High School","Male",0.027712184912194,0.0680278849395389,5738
2020-02-01,"White.Not Latino","Some college","Male",0.0247826672332861,0.0350944309405005,5815
2020-03-01,"White.Not Latino","Some college","Male",0.0386032348619077,0.0397178028194917,5185
2020-04-01,"White.Not Latino","Some college","Male",0.0675514353753662,0.13821677751328,4900
2020-05-01,"White.Not Latino","Some college","Male",0.0516651852103824,0.113772036812045,4748
2020-06-01,"White.Not Latino","Some college","Male",0.0360141686128123,0.097847618083465,4599
2020-07-01,"White.Not Latino","Some college","Male",0.0416847513470675,0.0829191889820877,4727
2020-08-01,"White.Not Latino","Some college","Male",0.0375679099715844,0.0656419398926725,4735
2020-09-01,"White.Not Latino","Some college","Male",0.03313224977921,0.066729483030592,5164
2020-10-01,"White.Not Latino","Some college","Male",0.0328171788888872,0.0575342696137119,5241
2020-02-01,"White.Not Latino",NA,"Male",0.0336280477639974,0,24
2020-03-01,"White.Not Latino",NA,"Male",0.0393424196692081,0.104523775370736,19
2020-04-01,"White.Not Latino",NA,"Male",0,0,15
2020-05-01,"White.Not Latino",NA,"Male",0.177478540253605,0,20
2020-06-01,"White.Not Latino",NA,"Male",0.0541743786038241,0.0853890749439702,22
2020-07-01,"White.Not Latino",NA,"Male",0,0.17383809815469,17
2020-08-01,"White.Not Latino",NA,"Male",0.0137262981799047,0.274768816883224,30
2020-09-01,"White.Not Latino",NA,"Male",0,0.0910656502314159,26
2020-10-01,"White.Not Latino",NA,"Male",0.0277436944594629,0.0182129892851848,29
