"month","race_eth2","stname","emprate","nsamp"
2020-02-01,"Latino","Utah",0.0228366580844863,129
2020-03-01,"Latino","Utah",0,106
2020-04-01,"Latino","Utah",0.0935783445702771,100
2020-05-01,"Latino","Utah",0.0980940933770431,104
2020-06-01,"Latino","Utah",0.102742651566569,114
2020-02-01,"Latino","Virginia",0.0198013092092304,98
2020-03-01,"Latino","Virginia",0.0672450659374501,96
2020-04-01,"Latino","Virginia",0.151080911835079,79
2020-05-01,"Latino","Virginia",0.179709058843547,73
2020-06-01,"Latino","Virginia",0.154796986349728,76
2020-02-01,"Latino","Washington",0.0312561519079344,147
2020-03-01,"Latino","Washington",0.0413114193720113,112
2020-04-01,"Latino","Washington",0.239458273012881,128
2020-05-01,"Latino","Washington",0.15303541900914,135
2020-06-01,"Latino","Washington",0.045630925765083,108
2020-02-01,"Latino","Wisconsin",0.0412637299693122,43
2020-03-01,"Latino","Wisconsin",0.0802445444567443,43
2020-05-01,"Latino","Wisconsin",0.194257072030645,33
2020-02-01,"Latino","Wyoming",0.0813634401222436,70
2020-03-01,"Latino","Wyoming",0.0412857925598636,68
2020-04-01,"Latino","Wyoming",0.0522495317062238,57
2020-05-01,"Latino","Wyoming",0.0640079577931535,42
2020-06-01,"Latino","Wyoming",0.112853232138011,47
2020-02-01,"multiple.Not Latino","Alaska",0.0432271863317437,37
2020-03-01,"multiple.Not Latino","Alaska",0.087851498704421,32
2020-02-01,"multiple.Not Latino","California",0.0945071016254889,57
2020-03-01,"multiple.Not Latino","California",0.11128779491217,51
2020-04-01,"multiple.Not Latino","California",0.268653250940131,51
2020-05-01,"multiple.Not Latino","California",0.150644704085489,44
2020-06-01,"multiple.Not Latino","California",0.265545742476577,44
2020-02-01,"multiple.Not Latino","Hawaii",0.0306224476001266,99
2020-03-01,"multiple.Not Latino","Hawaii",0.00957533458895721,100
2020-04-01,"multiple.Not Latino","Hawaii",0.234963406518858,93
2020-05-01,"multiple.Not Latino","Hawaii",0.171676387511214,92
2020-06-01,"multiple.Not Latino","Hawaii",0.0739070506698215,98
2020-06-01,"multiple.Not Latino","Oklahoma",0.0235096243672568,32
2020-02-01,"NHPI.Not Latino","California",0.0248937589146029,36
2020-02-01,"NHPI.Not Latino","Hawaii",0.0372824512047948,99
2020-03-01,"NHPI.Not Latino","Hawaii",0.0178255114494212,80
2020-04-01,"NHPI.Not Latino","Hawaii",0.172487928958552,77
2020-05-01,"NHPI.Not Latino","Hawaii",0.236521682841654,92
2020-06-01,"NHPI.Not Latino","Hawaii",0.127049237128753,77
2020-02-01,"White.Not Latino","Alabama",0.0226680748531443,783
2020-03-01,"White.Not Latino","Alabama",0.0359908354338798,699
2020-04-01,"White.Not Latino","Alabama",0.107583863353477,669
2020-05-01,"White.Not Latino","Alabama",0.0770953020570745,647
2020-06-01,"White.Not Latino","Alabama",0.0524619052263906,633
2020-02-01,"White.Not Latino","Alaska",0.0308547510628591,415
2020-03-01,"White.Not Latino","Alaska",0.0357224183324137,385
2020-04-01,"White.Not Latino","Alaska",0.0942233545045128,371
2020-05-01,"White.Not Latino","Alaska",0.0944944721674245,380
2020-06-01,"White.Not Latino","Alaska",0.0993400897659898,373
2020-02-01,"White.Not Latino","Arizona",0.0294249555189755,553
2020-03-01,"White.Not Latino","Arizona",0.0442097853256547,443
2020-04-01,"White.Not Latino","Arizona",0.116268264188353,415
2020-05-01,"White.Not Latino","Arizona",0.0892151747719613,403
2020-06-01,"White.Not Latino","Arizona",0.0896751295471427,406
2020-02-01,"White.Not Latino","Arkansas",0.0307201984559649,773
2020-03-01,"White.Not Latino","Arkansas",0.0377793952749572,661
2020-04-01,"White.Not Latino","Arkansas",0.0887861752571465,631
2020-05-01,"White.Not Latino","Arkansas",0.0807284853169513,608
2020-06-01,"White.Not Latino","Arkansas",0.0803706754834032,534
2020-02-01,"White.Not Latino","California",0.0341389261769767,2115
2020-03-01,"White.Not Latino","California",0.0426818233166145,1928
2020-04-01,"White.Not Latino","California",0.145507939711372,1780
2020-05-01,"White.Not Latino","California",0.143925319642468,1793
2020-06-01,"White.Not Latino","California",0.11916628691959,1721
2020-02-01,"White.Not Latino","Colorado",0.0259533777374336,560
2020-03-01,"White.Not Latino","Colorado",0.0321138161422001,495
2020-04-01,"White.Not Latino","Colorado",0.0968101389363389,488
2020-05-01,"White.Not Latino","Colorado",0.0825798198734307,453
2020-06-01,"White.Not Latino","Colorado",0.0834903831511971,433
2020-02-01,"White.Not Latino","Connecticut",0.0389101260121115,404
2020-03-01,"White.Not Latino","Connecticut",0.0373847489268678,383
2020-04-01,"White.Not Latino","Connecticut",0.0890190827681661,351
2020-05-01,"White.Not Latino","Connecticut",0.097174622720263,357
2020-06-01,"White.Not Latino","Connecticut",0.0986155124305625,401
2020-02-01,"White.Not Latino","Delaware",0.0388250787291156,404
2020-03-01,"White.Not Latino","Delaware",0.0349467757566677,373
2020-04-01,"White.Not Latino","Delaware",0.114433164948688,328
2020-05-01,"White.Not Latino","Delaware",0.157199661195232,351
2020-06-01,"White.Not Latino","Delaware",0.13127066527789,359
2020-02-01,"White.Not Latino","District of Columbia",0.0296954355290839,586
2020-03-01,"White.Not Latino","District of Columbia",0.0359320165957523,517
2020-04-01,"White.Not Latino","District of Columbia",0.0477412563399674,482
2020-05-01,"White.Not Latino","District of Columbia",0.038100912115986,461
2020-06-01,"White.Not Latino","District of Columbia",0.0236363398546575,433
2020-02-01,"White.Not Latino","Florida",0.0247078648214748,1433
2020-03-01,"White.Not Latino","Florida",0.0384889689861847,1213
2020-04-01,"White.Not Latino","Florida",0.127724591401769,1004
2020-05-01,"White.Not Latino","Florida",0.120279039052293,970
2020-06-01,"White.Not Latino","Florida",0.0839461700121023,919
2020-02-01,"White.Not Latino","Georgia",0.0340173520804166,706
2020-03-01,"White.Not Latino","Georgia",0.0177812365235132,560
2020-04-01,"White.Not Latino","Georgia",0.103491294874295,519
2020-05-01,"White.Not Latino","Georgia",0.0668641379070685,545
2020-06-01,"White.Not Latino","Georgia",0.0615421840378074,513
2020-02-01,"White.Not Latino","Hawaii",0.0293195480980197,182
2020-03-01,"White.Not Latino","Hawaii",0.0183710895653892,164
2020-04-01,"White.Not Latino","Hawaii",0.195935777901473,145
2020-05-01,"White.Not Latino","Hawaii",0.162560654241007,149
2020-06-01,"White.Not Latino","Hawaii",0.153514665827668,149
2020-02-01,"White.Not Latino","Idaho",0.0231063226197881,892
2020-03-01,"White.Not Latino","Idaho",0.0240854279250727,774
2020-04-01,"White.Not Latino","Idaho",0.0983996145343103,675
2020-05-01,"White.Not Latino","Idaho",0.0663171698191062,649
2020-06-01,"White.Not Latino","Idaho",0.0462775481239885,645
2020-02-01,"White.Not Latino","Illinois",0.0249655207303613,1016
2020-03-01,"White.Not Latino","Illinois",0.0358790752143464,854
2020-04-01,"White.Not Latino","Illinois",0.151983423618472,819
2020-05-01,"White.Not Latino","Illinois",0.122011499791903,864
2020-06-01,"White.Not Latino","Illinois",0.117745064335726,824
2020-02-01,"White.Not Latino","Indiana",0.0306754724451693,789
2020-03-01,"White.Not Latino","Indiana",0.0320193630133204,704
2020-04-01,"White.Not Latino","Indiana",0.153995893195943,683
2020-05-01,"White.Not Latino","Indiana",0.10516162101552,689
2020-06-01,"White.Not Latino","Indiana",0.100063920581526,676
2020-02-01,"White.Not Latino","Iowa",0.0220246437766325,641
2020-03-01,"White.Not Latino","Iowa",0.0264532565632194,598
2020-04-01,"White.Not Latino","Iowa",0.0938081191361847,592
2020-05-01,"White.Not Latino","Iowa",0.0929956358137496,565
2020-06-01,"White.Not Latino","Iowa",0.0776480962659885,517
2020-02-01,"White.Not Latino","Kansas",0.0343048754649538,672
2020-03-01,"White.Not Latino","Kansas",0.0310694511652038,597
2020-04-01,"White.Not Latino","Kansas",0.105376098484306,592
2020-05-01,"White.Not Latino","Kansas",0.0718040357424068,562
2020-06-01,"White.Not Latino","Kansas",0.0546837439511894,519
2020-02-01,"White.Not Latino","Kentucky",0.0348724340351922,583
2020-03-01,"White.Not Latino","Kentucky",0.0518549582827753,513
2020-04-01,"White.Not Latino","Kentucky",0.172138263254218,458
2020-05-01,"White.Not Latino","Kentucky",0.0969569267325604,432
2020-06-01,"White.Not Latino","Kentucky",0.0585864788677027,361
2020-02-01,"White.Not Latino","Louisiana",0.0183917168925521,812
2020-03-01,"White.Not Latino","Louisiana",0.0377908439357315,765
2020-04-01,"White.Not Latino","Louisiana",0.122165502777544,647
2020-05-01,"White.Not Latino","Louisiana",0.0821209497304068,620
2020-06-01,"White.Not Latino","Louisiana",0.0949354652869138,590
2020-02-01,"White.Not Latino","Maine",0.0446000615912635,476
2020-03-01,"White.Not Latino","Maine",0.0292205482289076,411
2020-04-01,"White.Not Latino","Maine",0.0954890586488203,369
2020-05-01,"White.Not Latino","Maine",0.0739166715257926,352
2020-06-01,"White.Not Latino","Maine",0.0420103341242606,336
2020-02-01,"White.Not Latino","Maryland",0.0254870180860451,407
2020-03-01,"White.Not Latino","Maryland",0.0170609573184538,365
2020-04-01,"White.Not Latino","Maryland",0.0653700579357623,353
2020-05-01,"White.Not Latino","Maryland",0.0745894635587001,335
2020-06-01,"White.Not Latino","Maryland",0.0589964288436774,328
2020-02-01,"White.Not Latino","Massachusetts",0.0346300078784526,972
2020-03-01,"White.Not Latino","Massachusetts",0.0352347806574602,922
2020-04-01,"White.Not Latino","Massachusetts",0.144137605528917,828
2020-05-01,"White.Not Latino","Massachusetts",0.153062446417989,842
2020-06-01,"White.Not Latino","Massachusetts",0.129212780562903,818
2020-02-01,"White.Not Latino","Michigan",0.0239693370947097,1079
2020-03-01,"White.Not Latino","Michigan",0.0358507222225453,984
2020-04-01,"White.Not Latino","Michigan",0.216822315231357,942
2020-05-01,"White.Not Latino","Michigan",0.18177746200462,906
2020-06-01,"White.Not Latino","Michigan",0.12196036835657,909
2020-02-01,"White.Not Latino","Minnesota",0.036144277049884,749
2020-03-01,"White.Not Latino","Minnesota",0.0407232914958275,690
2020-04-01,"White.Not Latino","Minnesota",0.0800359636412811,699
2020-05-01,"White.Not Latino","Minnesota",0.0797368920584635,659
2020-06-01,"White.Not Latino","Minnesota",0.0635042744075084,645
2020-02-01,"White.Not Latino","Mississippi",0.0335733971767554,617
2020-03-01,"White.Not Latino","Mississippi",0.0304437383235066,568
2020-04-01,"White.Not Latino","Mississippi",0.133870086646257,512
2020-05-01,"White.Not Latino","Mississippi",0.0928550869522577,508
2020-06-01,"White.Not Latino","Mississippi",0.0898617272176984,528
2020-02-01,"White.Not Latino","Missouri",0.0354552366701414,624
2020-03-01,"White.Not Latino","Missouri",0.0362363441079449,542
2020-04-01,"White.Not Latino","Missouri",0.108855107601655,562
2020-05-01,"White.Not Latino","Missouri",0.0880055172618092,578
2020-06-01,"White.Not Latino","Missouri",0.0731288116694715,566
2020-02-01,"White.Not Latino","Montana",0.0405200879820263,968
2020-03-01,"White.Not Latino","Montana",0.0438232198551546,854
2020-04-01,"White.Not Latino","Montana",0.110656575888329,881
2020-05-01,"White.Not Latino","Montana",0.0806442824405422,851
2020-06-01,"White.Not Latino","Montana",0.0608715476879208,827
2020-02-01,"White.Not Latino","Nebraska",0.0270069903409901,680
2020-03-01,"White.Not Latino","Nebraska",0.0296748498903673,680
2020-04-01,"White.Not Latino","Nebraska",0.0789944558303576,631
2020-05-01,"White.Not Latino","Nebraska",0.0404795226265616,561
2020-06-01,"White.Not Latino","Nebraska",0.067725540036938,558
2020-02-01,"White.Not Latino","Nevada",0.0416148114112572,445
2020-03-01,"White.Not Latino","Nevada",0.0400279818591818,408
2020-04-01,"White.Not Latino","Nevada",0.24918942017177,341
2020-05-01,"White.Not Latino","Nevada",0.181660251057944,328
2020-06-01,"White.Not Latino","Nevada",0.12998862968109,320
2020-02-01,"White.Not Latino","New Hampshire",0.0293263584523,764
2020-03-01,"White.Not Latino","New Hampshire",0.0170088098182928,667
2020-04-01,"White.Not Latino","New Hampshire",0.141269361489489,682
2020-05-01,"White.Not Latino","New Hampshire",0.109757510712116,703
2020-06-01,"White.Not Latino","New Hampshire",0.0930142942863287,693
2020-02-01,"White.Not Latino","New Jersey",0.0267922090533568,669
2020-03-01,"White.Not Latino","New Jersey",0.0205034144930926,562
2020-04-01,"White.Not Latino","New Jersey",0.140901481043627,544
2020-05-01,"White.Not Latino","New Jersey",0.113490709788195,549
2020-06-01,"White.Not Latino","New Jersey",0.155201131387648,547
2020-02-01,"White.Not Latino","New Mexico",0.0473988002073049,410
2020-03-01,"White.Not Latino","New Mexico",0.0471645900743816,350
2020-04-01,"White.Not Latino","New Mexico",0.0903882906626459,329
2020-05-01,"White.Not Latino","New Mexico",0.0972436607561871,327
2020-06-01,"White.Not Latino","New Mexico",0.0939952926468351,305
2020-02-01,"White.Not Latino","New York",0.0291889057853256,1354
2020-03-01,"White.Not Latino","New York",0.0402472670253938,1190
2020-04-01,"White.Not Latino","New York",0.145181083228226,1142
2020-05-01,"White.Not Latino","New York",0.111636954448158,1130
2020-06-01,"White.Not Latino","New York",0.112577535001514,1155
2020-02-01,"White.Not Latino","North Carolina",0.0233007951378065,813
2020-03-01,"White.Not Latino","North Carolina",0.0320719284434918,713
2020-04-01,"White.Not Latino","North Carolina",0.11921308242507,661
2020-05-01,"White.Not Latino","North Carolina",0.116242985025889,634
2020-06-01,"White.Not Latino","North Carolina",0.0753277944870672,587
2020-02-01,"White.Not Latino","North Dakota",0.0282060192050866,825
2020-03-01,"White.Not Latino","North Dakota",0.0267299557882166,819
2020-04-01,"White.Not Latino","North Dakota",0.0903068422155071,792
2020-05-01,"White.Not Latino","North Dakota",0.072136926822286,801
2020-06-01,"White.Not Latino","North Dakota",0.055591192815783,752
2020-02-01,"White.Not Latino","Ohio",0.0390553217360529,1216
2020-03-01,"White.Not Latino","Ohio",0.0391549315373667,1028
2020-04-01,"White.Not Latino","Ohio",0.154310612905743,939
2020-05-01,"White.Not Latino","Ohio",0.118750020140955,966
2020-06-01,"White.Not Latino","Ohio",0.0895433053364372,955
2020-02-01,"White.Not Latino","Oklahoma",0.0286945108213502,640
2020-03-01,"White.Not Latino","Oklahoma",0.0201473401426817,560
2020-04-01,"White.Not Latino","Oklahoma",0.105928951891577,484
2020-05-01,"White.Not Latino","Oklahoma",0.0722876659229207,489
2020-06-01,"White.Not Latino","Oklahoma",0.0651597439148046,464
2020-02-01,"White.Not Latino","Oregon",0.0392723586602484,793
2020-03-01,"White.Not Latino","Oregon",0.0444336871660943,729
2020-04-01,"White.Not Latino","Oregon",0.134588898573715,666
2020-05-01,"White.Not Latino","Oregon",0.101228581661645,652
2020-06-01,"White.Not Latino","Oregon",0.0986817945259747,623
2020-02-01,"White.Not Latino","Pennsylvania",0.0407611450330236,1329
2020-03-01,"White.Not Latino","Pennsylvania",0.0474832079582416,1199
2020-04-01,"White.Not Latino","Pennsylvania",0.141268518471948,1124
2020-05-01,"White.Not Latino","Pennsylvania",0.115797804446284,1098
2020-06-01,"White.Not Latino","Pennsylvania",0.114343747896674,985
2020-02-01,"White.Not Latino","Rhode Island",0.0399428398687424,465
2020-03-01,"White.Not Latino","Rhode Island",0.0295963518853967,360
2020-04-01,"White.Not Latino","Rhode Island",0.159026262961472,330
2020-05-01,"White.Not Latino","Rhode Island",0.107650628566151,329
2020-06-01,"White.Not Latino","Rhode Island",0.0907363720986836,287
2020-02-01,"White.Not Latino","South Carolina",0.0276293133831473,596
2020-03-01,"White.Not Latino","South Carolina",0.0324003528060887,567
2020-04-01,"White.Not Latino","South Carolina",0.0842432962148721,511
2020-05-01,"White.Not Latino","South Carolina",0.0969713229851069,476
2020-06-01,"White.Not Latino","South Carolina",0.0552402520702083,472
2020-02-01,"White.Not Latino","South Dakota",0.0201755535893191,593
2020-03-01,"White.Not Latino","South Dakota",0.0280360585505061,574
2020-04-01,"White.Not Latino","South Dakota",0.0774736385808305,579
2020-05-01,"White.Not Latino","South Dakota",0.0519227862920314,512
2020-06-01,"White.Not Latino","South Dakota",0.0354376004288846,517
2020-02-01,"White.Not Latino","Tennessee",0.0300039428178696,848
2020-03-01,"White.Not Latino","Tennessee",0.0281520102154013,736
2020-04-01,"White.Not Latino","Tennessee",0.144218151475248,723
2020-05-01,"White.Not Latino","Tennessee",0.0915163700798937,700
2020-06-01,"White.Not Latino","Tennessee",0.0991066867951719,690
2020-02-01,"White.Not Latino","Texas",0.026169236500482,1458
2020-03-01,"White.Not Latino","Texas",0.0325150992731608,1300
2020-04-01,"White.Not Latino","Texas",0.0910042983046337,1185
2020-05-01,"White.Not Latino","Texas",0.0750743809227454,1160
2020-06-01,"White.Not Latino","Texas",0.061486153958086,1112
2020-02-01,"White.Not Latino","Utah",0.0211403085949897,782
2020-03-01,"White.Not Latino","Utah",0.0325553760057639,726
2020-04-01,"White.Not Latino","Utah",0.106833787767757,741
2020-05-01,"White.Not Latino","Utah",0.0775757016806948,698
2020-06-01,"White.Not Latino","Utah",0.0526958482511695,695
2020-02-01,"White.Not Latino","Vermont",0.0192712128954111,738
2020-03-01,"White.Not Latino","Vermont",0.0265933357698773,700
2020-04-01,"White.Not Latino","Vermont",0.143908451734542,726
2020-05-01,"White.Not Latino","Vermont",0.0876320812810918,682
2020-06-01,"White.Not Latino","Vermont",0.0805145764924678,702
2020-02-01,"White.Not Latino","Virginia",0.0214334539722485,747
2020-03-01,"White.Not Latino","Virginia",0.0178676281713945,641
2020-04-01,"White.Not Latino","Virginia",0.0944075412075416,607
2020-05-01,"White.Not Latino","Virginia",0.064111741486771,591
2020-06-01,"White.Not Latino","Virginia",0.0685099814128661,606
2020-02-01,"White.Not Latino","Washington",0.0328824036780831,847
2020-03-01,"White.Not Latino","Washington",0.0450254429113653,781
2020-04-01,"White.Not Latino","Washington",0.138501444060269,762
2020-05-01,"White.Not Latino","Washington",0.124757287131695,793
2020-06-01,"White.Not Latino","Washington",0.0881148494846116,714
2020-02-01,"White.Not Latino","West Virginia",0.0418655052208341,1039
2020-03-01,"White.Not Latino","West Virginia",0.0514547098615238,883
2020-04-01,"White.Not Latino","West Virginia",0.136569083525982,841
2020-05-01,"White.Not Latino","West Virginia",0.108138726277455,804
2020-06-01,"White.Not Latino","West Virginia",0.100415429352462,740
2020-02-01,"White.Not Latino","Wisconsin",0.0281234472483757,765
2020-03-01,"White.Not Latino","Wisconsin",0.0234211874424322,705
2020-04-01,"White.Not Latino","Wisconsin",0.120161216882177,690
2020-05-01,"White.Not Latino","Wisconsin",0.102100641662839,667
2020-06-01,"White.Not Latino","Wisconsin",0.0748888755706797,639
2020-02-01,"White.Not Latino","Wyoming",0.0365599639380552,752
2020-03-01,"White.Not Latino","Wyoming",0.0350857316687316,650
2020-04-01,"White.Not Latino","Wyoming",0.0561632693604517,672
2020-05-01,"White.Not Latino","Wyoming",0.0794656359766793,632
2020-06-01,"White.Not Latino","Wyoming",0.0652997083477043,650
